id,id_str,screen_name,location,description,url,followers_count,friends_count,listedcount,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,tweeted_url,bot
2178679070,2178679070,kathynickles6,,...a happy life x's 6!   ❤,,200,697,1,Wed Nov 06 19:37:33 +0000 2013,10906,FALSE,2119,,"{'created_at': 'Thu May 06 11:38:09 +0000 2021', 'id': 1390269651473608707, 'id_str': '1390269651473608707', 'text': 'RT @dogeallnight: Elon asking what he should do at SNL. “Is #doge the number one choice?” #DogeFather 🚀🚀🚀🚀🚀🚀🚀🚀#dogecoin #DogecoinToTheMoon…', 'truncated': False, 'entities': {'hashtags': [{'text': 'doge', 'indices': [60, 65]}, {'text': 'DogeFather', 'indices': [90, 101]}, {'text': 'dogecoin', 'indices': [110, 119]}, {'text': 'DogecoinToTheMoon', 'indices': [120, 138]}], 'symbols': [], 'user_mentions': [{'screen_name': 'dogeallnight', 'name': 'dogeallday✨', 'id': 1359424083335778309, 'id_str': '1359424083335778309', 'indices': [3, 16]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed May 05 15:05:53 +0000 2021', 'id': 1389959542021230593, 'id_str': '1389959542021230593', 'text': 'Elon asking what he should do at SNL. “Is #doge the number one choice?” #DogeFather 🚀🚀🚀🚀🚀🚀🚀🚀#dogecoin… https://t.co/gRvCwn0EBd', 'truncated': True, 'entities': {'hashtags': [{'text': 'doge', 'indices': [42, 47]}, {'text': 'DogeFather', 'indices': [72, 83]}, {'text': 'dogecoin', 'indices': [92, 101]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gRvCwn0EBd', 'expanded_url': 'https://twitter.com/i/web/status/1389959542021230593', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [103, 126]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 3486, 'favorite_count': 13782, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 3486, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,Kathy Nickles,   ,0
2980315426,2980315426,Ana63Annick,,Do you like fast? Come in! 😻😻😻 https://t.co/JBmqFadtnX,,1,0,0,Thu Jan 15 19:53:24 +0000 2015,196,FALSE,27,,"{'created_at': 'Mon Mar 12 23:03:31 +0000 2018', 'id': 973333696890769408, 'id_str': '973333696890769408', 'text': 'RT @pellesegraren: I lördags lanserade Trump sin nya slogan inför valet 2020 ""Keep America Great"" Inte mycket i USA och världen kommer att…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'pellesegraren', 'name': 'Per Svensson', 'id': 2922134615, 'id_str': '2922134615', 'indices': [3, 17]}], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Mon Mar 12 11:13:03 +0000 2018', 'id': 973154900728270848, 'id_str': '973154900728270848', 'text': 'I lördags lanserade Trump sin nya slogan inför valet 2020 ""Keep America Great"" Inte mycket i USA och världen kommer… https://t.co/G8sV47IKIQ', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/G8sV47IKIQ', 'expanded_url': 'https://twitter.com/i/web/status/973154900728270848', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 6, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'sv'}, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'sv'}",TRUE,FALSE,FALSE,Melanie Peacock,   ,1
17039652,17039652,inchekubi,,Mak kau cakap kau boleh - FB/Insta: inchekubi,https://t.co/WxMEPPljwR,1588,203,11,Wed Oct 29 11:52:26 +0000 2008,360,FALSE,4770,,"{'created_at': 'Wed May 05 14:13:27 +0000 2021', 'id': 1389946347915075593, 'id_str': '1389946347915075593', 'text': 'RT @FakeSufianAbas: Kita ada penulis BM yang menulis bagus, dan setaraf penulis luar, walaupun tak ramai, tapi kalau kita jenis yang membac…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'FakeSufianAbas', 'name': 'Sufian Abas', 'id': 703230528799911936, 'id_str': '703230528799911936', 'indices': [3, 18]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Tue May 04 12:46:24 +0000 2021', 'id': 1389562050762870787, 'id_str': '1389562050762870787', 'text': 'Kita ada penulis BM yang menulis bagus, dan setaraf penulis luar, walaupun tak ramai, tapi kalau kita jenis yang me… https://t.co/oonhKJaDPL', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/oonhKJaDPL', 'expanded_url': 'https://twitter.com/i/web/status/1389562050762870787', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 83, 'favorite_count': 205, 'favorited': False, 'retweeted': False, 'lang': 'in'}, 'is_quote_status': False, 'retweet_count': 83, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'in'}",FALSE,FALSE,FALSE,Ubi,   ,0
1.01479E+18,1.01479E+18,riphoesay,htx,20 🤟🏼,,74,131,0,Thu Jul 05 08:51:09 +0000 2018,1111,FALSE,1475,,"{'created_at': 'Sun May 02 20:07:44 +0000 2021', 'id': 1388948342303084548, 'id_str': '1388948342303084548', 'text': 'RT @sandavidcito: gn https://t.co/nqReDciYIY', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sandavidcito', 'name': 'GØHAN', 'id': 792984182108528640, 'id_str': '792984182108528640', 'indices': [3, 16]}], 'urls': [], 'media': [{'id': 1388352701180780548, 'id_str': '1388352701180780548', 'indices': [21, 44], 'media_url': 'http://pbs.twimg.com/media/E0RrbQjVoAQ_3q0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0RrbQjVoAQ_3q0.jpg', 'url': 'https://t.co/nqReDciYIY', 'display_url': 'pic.twitter.com/nqReDciYIY', 'expanded_url': 'https://twitter.com/sandavidcito/status/1388352705618321416/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 629, 'h': 709, 'resize': 'fit'}, 'small': {'w': 603, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 629, 'h': 709, 'resize': 'fit'}}, 'source_status_id': 1388352705618321416, 'source_status_id_str': '1388352705618321416', 'source_user_id': 792984182108528640, 'source_user_id_str': '792984182108528640'}]}, 'extended_entities': {'media': [{'id': 1388352701180780548, 'id_str': '1388352701180780548', 'indices': [21, 44], 'media_url': 'http://pbs.twimg.com/media/E0RrbQjVoAQ_3q0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0RrbQjVoAQ_3q0.jpg', 'url': 'https://t.co/nqReDciYIY', 'display_url': 'pic.twitter.com/nqReDciYIY', 'expanded_url': 'https://twitter.com/sandavidcito/status/1388352705618321416/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 629, 'h': 709, 'resize': 'fit'}, 'small': {'w': 603, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 629, 'h': 709, 'resize': 'fit'}}, 'source_status_id': 1388352705618321416, 'source_status_id_str': '1388352705618321416', 'source_user_id': 792984182108528640, 'source_user_id_str': '792984182108528640'}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Sat May 01 04:40:54 +0000 2021', 'id': 1388352705618321416, 'id_str': '1388352705618321416', 'text': 'gn https://t.co/nqReDciYIY', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1388352701180780548, 'id_str': '1388352701180780548', 'indices': [3, 26], 'media_url': 'http://pbs.twimg.com/media/E0RrbQjVoAQ_3q0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0RrbQjVoAQ_3q0.jpg', 'url': 'https://t.co/nqReDciYIY', 'display_url': 'pic.twitter.com/nqReDciYIY', 'expanded_url': 'https://twitter.com/sandavidcito/status/1388352705618321416/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 629, 'h': 709, 'resize': 'fit'}, 'small': {'w': 603, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 629, 'h': 709, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1388352701180780548, 'id_str': '1388352701180780548', 'indices': [3, 26], 'media_url': 'http://pbs.twimg.com/media/E0RrbQjVoAQ_3q0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0RrbQjVoAQ_3q0.jpg', 'url': 'https://t.co/nqReDciYIY', 'display_url': 'pic.twitter.com/nqReDciYIY', 'expanded_url': 'https://twitter.com/sandavidcito/status/1388352705618321416/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 629, 'h': 709, 'resize': 'fit'}, 'small': {'w': 603, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 629, 'h': 709, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 5077, 'favorite_count': 19931, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'und'}, 'is_quote_status': False, 'retweet_count': 5077, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'und'}",TRUE,FALSE,FALSE,jose,   ,0
202375506,202375506,followtheh,,Hedge Fund trader and manager. Former sell side and NYSE. Views are my own and not my employer's or investment advice. 10 billion shares traded. Snark.,,10030,3914,353,Wed Oct 13 22:29:42 +0000 2010,53608,FALSE,75386,,"{'created_at': 'Fri May 07 14:56:39 +0000 2021', 'id': 1390681993780793345, 'id_str': '1390681993780793345', 'text': 'You can’t kill irony it’s already dead https://t.co/fX2ARCEWTF', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/fX2ARCEWTF', 'expanded_url': 'https://twitter.com/hawleymo/status/1390451157525573638', 'display_url': 'twitter.com/hawleymo/statu…', 'indices': [39, 62]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 1390451157525573638, 'quoted_status_id_str': '1390451157525573638', 'retweet_count': 0, 'favorite_count': 6, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",FALSE,FALSE,FALSE,Tom Hearden,https://twitter.com/hawleymo/status/1390451157525573638,0
347865421,347865421,HuytotheDang,"HCMC, Vietnam",Very Asian xD,,14,0,1,Wed Aug 03 13:58:15 +0000 2011,2464,FALSE,3368,,"{'created_at': 'Thu Aug 24 23:31:40 +0000 2017', 'id': 900863209019777028, 'id_str': '900863209019777028', 'text': ""RT @TiffanyblakeLOL: Just bought this app and I'm freaking out 😯📚#quill @QuillTheApp https://t.co/IxvhTo6nlp"", 'truncated': False, 'entities': {'hashtags': [{'text': 'quill', 'indices': [65, 71]}], 'symbols': [], 'user_mentions': [{'screen_name': 'TiffanyblakeLOL', 'name': 'Tiffany Blake', 'id': 900528454776442880, 'id_str': '900528454776442880', 'indices': [3, 19]}, {'screen_name': 'QuillTheApp', 'name': 'Quill', 'id': 3350004604, 'id_str': '3350004604', 'indices': [72, 84]}], 'urls': [], 'media': [{'id': 900836104663846912, 'id_str': '900836104663846912', 'indices': [85, 108], 'media_url': 'http://pbs.twimg.com/media/DIBpqhNV0AAbal1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DIBpqhNV0AAbal1.jpg', 'url': 'https://t.co/IxvhTo6nlp', 'display_url': 'pic.twitter.com/IxvhTo6nlp', 'expanded_url': 'https://twitter.com/TiffanyblakeLOL/status/900836176327839744/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 604, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1280, 'h': 1136, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1065, 'resize': 'fit'}}, 'source_status_id': 900836176327839744, 'source_status_id_str': '900836176327839744', 'source_user_id': 900528454776442880, 'source_user_id_str': '900528454776442880'}]}, 'extended_entities': {'media': [{'id': 900836104663846912, 'id_str': '900836104663846912', 'indices': [85, 108], 'media_url': 'http://pbs.twimg.com/media/DIBpqhNV0AAbal1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DIBpqhNV0AAbal1.jpg', 'url': 'https://t.co/IxvhTo6nlp', 'display_url': 'pic.twitter.com/IxvhTo6nlp', 'expanded_url': 'https://twitter.com/TiffanyblakeLOL/status/900836176327839744/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 604, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1280, 'h': 1136, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1065, 'resize': 'fit'}}, 'source_status_id': 900836176327839744, 'source_status_id_str': '900836176327839744', 'source_user_id': 900528454776442880, 'source_user_id_str': '900528454776442880'}]}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Thu Aug 24 21:44:15 +0000 2017', 'id': 900836176327839744, 'id_str': '900836176327839744', 'text': ""Just bought this app and I'm freaking out 😯📚#quill @QuillTheApp https://t.co/IxvhTo6nlp"", 'truncated': False, 'entities': {'hashtags': [{'text': 'quill', 'indices': [44, 50]}], 'symbols': [], 'user_mentions': [{'screen_name': 'QuillTheApp', 'name': 'Quill', 'id': 3350004604, 'id_str': '3350004604', 'indices': [51, 63]}], 'urls': [], 'media': [{'id': 900836104663846912, 'id_str': '900836104663846912', 'indices': [64, 87], 'media_url': 'http://pbs.twimg.com/media/DIBpqhNV0AAbal1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DIBpqhNV0AAbal1.jpg', 'url': 'https://t.co/IxvhTo6nlp', 'display_url': 'pic.twitter.com/IxvhTo6nlp', 'expanded_url': 'https://twitter.com/TiffanyblakeLOL/status/900836176327839744/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 604, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1280, 'h': 1136, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1065, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 900836104663846912, 'id_str': '900836104663846912', 'indices': [64, 87], 'media_url': 'http://pbs.twimg.com/media/DIBpqhNV0AAbal1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DIBpqhNV0AAbal1.jpg', 'url': 'https://t.co/IxvhTo6nlp', 'display_url': 'pic.twitter.com/IxvhTo6nlp', 'expanded_url': 'https://twitter.com/TiffanyblakeLOL/status/900836176327839744/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 604, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1280, 'h': 1136, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1065, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 6341, 'favorite_count': 4319, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 6341, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",FALSE,FALSE,FALSE,Huy Dang,   ,1
572785000,572785000,a80guglielmi,,,,24,56,0,Sun May 06 16:25:24 +0000 2012,561,FALSE,732,,"{'created_at': 'Mon Dec 24 07:22:36 +0000 2018', 'id': 1077102224780734464, 'id_str': '1077102224780734464', 'text': 'RT @Linkiesta: Quindi era tutto uno scherzo?\nIl balcone, i proclami, il muso duro. Erano convinti di vincere contro leader bolliti come Jun…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Linkiesta', 'name': 'Linkiesta', 'id': 215728045, 'id_str': '215728045', 'indices': [3, 13]}], 'urls': []}, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Sun Dec 23 07:00:00 +0000 2018', 'id': 1076734147941552128, 'id_str': '1076734147941552128', 'text': 'Quindi era tutto uno scherzo?\nIl balcone, i proclami, il muso duro. Erano convinti di vincere contro leader bolliti… https://t.co/uSZgGQd8D5', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uSZgGQd8D5', 'expanded_url': 'https://twitter.com/i/web/status/1076734147941552128', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 146, 'favorite_count': 273, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'it'}, 'is_quote_status': False, 'retweet_count': 146, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'it'}",TRUE,FALSE,FALSE,andrea guglielmi,   ,1
4790681969,4790681969,Oneway107,,I bleed red for the Huskers and Cardinals.,,15,119,0,Wed Jan 13 04:14:59 +0000 2016,1411,FALSE,264,,"{'created_at': 'Fri Feb 26 16:51:21 +0000 2021', 'id': 1365343706438582278, 'id_str': '1365343706438582278', 'text': ""@BobbyWh52136391 @AC_Dode @jamiegillham @JakeLovesSTL Sending 2000 doses shouldn't preclude a plan if the sign up numbers don't exceed 2000"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BobbyWh52136391', 'name': 'Bobby White🌊🌊🌊🗽🗽⚾️', 'id': 1337506979779121152, 'id_str': '1337506979779121152', 'indices': [0, 16]}, {'screen_name': 'AC_Dode', 'name': 'A.C. Dode', 'id': 85997871, 'id_str': '85997871', 'indices': [17, 25]}, {'screen_name': 'jamiegillham', 'name': 'Jamie Gillham', 'id': 31537332, 'id_str': '31537332', 'indices': [26, 39]}, {'screen_name': 'JakeLovesSTL', 'name': 'Jake Villarreal 🏳️\u200d🌈', 'id': 1359540258812133378, 'id_str': '1359540258812133378', 'indices': [40, 53]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1365325578388258822, 'in_reply_to_status_id_str': '1365325578388258822', 'in_reply_to_user_id': 1337506979779121152, 'in_reply_to_user_id_str': '1337506979779121152', 'in_reply_to_screen_name': 'BobbyWh52136391', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,Diana huey,   ,0
380457314,380457314,SamanthaJune666,,SPTA at Owens Community College. Graduate in May and that's when I'll have my life back....,,17,0,1,Mon Sep 26 17:44:32 +0000 2011,2284,FALSE,3157,,"{'created_at': 'Fri Aug 25 00:51:47 +0000 2017', 'id': 900883370602901506, 'id_str': '900883370602901506', 'text': 'RT @Stephen90069: Like our post about @kathyireland &amp; @LevelBrands_ partnering with @ByDamiva? Now avail @ Groupon #VDay #LusciousLips\nhttp…', 'truncated': False, 'entities': {'hashtags': [{'text': 'VDay', 'indices': [119, 124]}, {'text': 'LusciousLips', 'indices': [125, 138]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Stephen90069', 'name': 'Stephen Roseberry', 'id': 41696281, 'id_str': '41696281', 'indices': [3, 16]}, {'screen_name': 'kathyireland', 'name': 'kathy ireland', 'id': 16691049, 'id_str': '16691049', 'indices': [38, 51]}, {'screen_name': 'LevelBrands_', 'name': 'Level Brands', 'id': 794923172244193280, 'id_str': '794923172244193280', 'indices': [58, 71]}, {'screen_name': 'ByDamiva', 'name': 'Damiva', 'id': 609373231, 'id_str': '609373231', 'indices': [88, 97]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Thu Aug 24 21:33:58 +0000 2017', 'id': 900833586051526656, 'id_str': '900833586051526656', 'text': 'Like our post about @kathyireland &amp; @LevelBrands_ partnering with @ByDamiva? Now avail @ Groupon #VDay #LusciousLips\nhttps://t.co/0uIDWmcOz1', 'truncated': False, 'entities': {'hashtags': [{'text': 'VDay', 'indices': [101, 106]}, {'text': 'LusciousLips', 'indices': [107, 120]}], 'symbols': [], 'user_mentions': [{'screen_name': 'kathyireland', 'name': 'kathy ireland', 'id': 16691049, 'id_str': '16691049', 'indices': [20, 33]}, {'screen_name': 'LevelBrands_', 'name': 'Level Brands', 'id': 794923172244193280, 'id_str': '794923172244193280', 'indices': [40, 53]}, {'screen_name': 'ByDamiva', 'name': 'Damiva', 'id': 609373231, 'id_str': '609373231', 'indices': [70, 79]}], 'urls': [{'url': 'https://t.co/0uIDWmcOz1', 'expanded_url': 'https://www.groupon.com/latest-deals/gg-mae-and-cleo-duo-by-damiva-natural-feminine-moisturizers', 'display_url': 'groupon.com/latest-deals/g…', 'indices': [121, 144]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2565, 'favorite_count': 256, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 2565, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,TRUE,Samantha Schonter,   ,1
15729017,15729017,Gennefer,"Los Angeles, CA","Writer of TV. Seller of unaired pilots. Co-creator of Sex and the City spin-off, BERGER. Boner of @davidgrossTV. Resident LA food curator. The Burgeroticist™",https://t.co/yAHMZ0UaOq,14547,2103,817,Mon Aug 04 22:45:38 +0000 2008,29863,TRUE,65560,,"{'created_at': 'Fri May 07 05:22:20 +0000 2021', 'id': 1390537463886540800, 'id_str': '1390537463886540800', 'text': '@BonniePuns @Marina_Berger Also, Crossroads. I love everything at Crossroads.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BonniePuns', 'name': 'Brenna White', 'id': 49516492, 'id_str': '49516492', 'indices': [0, 11]}, {'screen_name': 'Marina_Berger', 'name': 'Marina Berger', 'id': 40944001, 'id_str': '40944001', 'indices': [12, 26]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 1390534986936188932, 'in_reply_to_status_id_str': '1390534986936188932', 'in_reply_to_user_id': 15729017, 'in_reply_to_user_id_str': '15729017', 'in_reply_to_screen_name': 'Gennefer', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,TRUE,Gennefer Gross IS VACCINATED!!!,   ,0
